,minwool,co2data,pcmdata
0,18.0,0.0,-20.53
1,18.0,-0.0,-20.53
2,18.0,0.0,-20.52
3,18.0,0.05,-20.52
4,18.0,0.18,-20.51
5,18.0,0.43,-20.5
6,18.0,0.78,-20.49
7,18.0,1.2,-20.48
8,18.0,1.67,-20.46
9,18.0,2.16,-20.45
10,18.0,2.67,-20.44
11,18.0,3.19,-20.43
12,18.0,3.7,-20.42
13,18.0,4.21,-20.4
14,18.0,4.7,-20.39
15,18.0,5.19,-20.38
16,18.0,5.66,-20.36
17,18.0,6.11,-20.35
18,18.0,6.55,-20.33
19,18.0,6.98,-20.32
20,18.0,7.39,-20.3
21,18.0,7.78,-20.29
22,18.0,8.16,-20.27
23,18.0,8.53,-20.26
24,18.0,8.89,-20.24
25,18.0,9.23,-20.23
26,18.0,9.56,-20.21
27,18.0,9.87,-20.2
28,18.0,10.18,-20.18
29,18.0,10.47,-20.16
30,18.0,10.75,-20.15
31,18.0,11.02,-20.13
32,18.0,11.28,-20.12
33,18.0,11.54,-20.1
34,18.0,11.78,-20.08
35,18.0,12.01,-20.07
36,18.0,12.23,-20.05
37,18.0,12.45,-20.03
38,18.0,12.66,-20.02
39,18.0,12.86,-20.0
40,18.0,13.05,-19.98
41,18.0,13.24,-19.97
42,18.0,13.42,-19.95
43,18.0,13.59,-19.93
44,18.0,13.75,-19.92
45,18.0,13.91,-19.9
46,18.0,14.07,-19.88
47,18.0,14.21,-19.87
48,18.0,14.36,-19.85
49,18.0,14.49,-19.83
50,18.0,14.62,-19.82
51,18.0,14.75,-19.8
52,18.0,14.87,-19.78
53,18.01,14.99,-19.77
54,18.01,15.11,-19.75
55,18.01,15.21,-19.73
56,18.01,15.32,-19.72
57,18.01,15.42,-19.7
58,18.01,15.52,-19.68
59,18.01,15.61,-19.67
60,18.01,15.7,-19.65
61,18.01,15.79,-19.63
62,18.01,15.88,-19.62
63,18.02,15.96,-19.6
64,18.02,16.04,-19.58
65,18.02,16.11,-19.57
66,18.02,16.18,-19.55
67,18.02,16.25,-19.53
68,18.02,16.32,-19.52
69,18.03,16.39,-19.5
70,18.03,16.45,-19.48
71,18.03,16.51,-19.47
72,18.03,16.57,-19.45
73,18.03,16.63,-19.43
74,18.04,16.68,-19.42
75,18.04,16.73,-19.4
76,18.04,16.79,-19.38
77,18.04,16.83,-19.37
78,18.05,16.88,-19.35
79,18.05,16.93,-19.33
80,18.05,16.97,-19.32
81,18.05,17.02,-19.3
82,18.06,17.06,-19.28
83,18.06,17.1,-19.27
84,18.06,17.14,-19.25
85,18.07,17.17,-19.23
86,18.07,17.21,-19.22
87,18.07,17.25,-19.2
88,18.08,17.28,-19.19
89,18.08,17.31,-19.17
90,18.08,17.35,-19.15
91,18.09,17.38,-19.14
92,18.09,17.41,-19.12
93,18.09,17.44,-19.1
94,18.1,17.47,-19.09
95,18.1,17.49,-19.07
96,18.11,17.52,-19.06
97,18.11,17.55,-19.04
98,18.12,17.57,-19.02
99,18.12,17.6,-19.01
100,18.12,17.62,-18.99
101,18.13,17.64,-18.98
102,18.13,17.67,-18.96
103,18.14,17.69,-18.94
104,18.14,17.71,-18.93
105,18.15,17.73,-18.91
106,18.15,17.75,-18.89
107,18.16,17.77,-18.88
108,18.16,17.79,-18.86
109,18.17,17.81,-18.85
110,18.17,17.83,-18.83
111,18.18,17.85,-18.81
112,18.19,17.86,-18.8
113,18.19,17.88,-18.78
114,18.2,17.9,-18.77
115,18.2,17.92,-18.75
116,18.21,17.93,-18.73
117,18.21,17.95,-18.72
118,18.22,17.96,-18.7
119,18.23,17.98,-18.69
120,18.23,17.99,-18.67
121,18.24,18.01,-18.65
122,18.24,18.02,-18.64
123,18.25,18.04,-18.62
124,18.26,18.05,-18.61
125,18.26,18.07,-18.59
126,18.27,18.08,-18.57
127,18.28,18.09,-18.56
128,18.28,18.11,-18.54
129,18.29,18.12,-18.53
130,18.29,18.13,-18.51
131,18.3,18.15,-18.49
132,18.31,18.16,-18.48
133,18.31,18.17,-18.46
134,18.32,18.18,-18.45
135,18.33,18.19,-18.43
136,18.34,18.21,-18.42
137,18.34,18.22,-18.4
138,18.35,18.23,-18.38
139,18.36,18.24,-18.37
140,18.36,18.25,-18.35
141,18.37,18.26,-18.34
142,18.38,18.28,-18.32
143,18.39,18.29,-18.3
144,18.39,18.3,-18.29
145,18.4,18.31,-18.27
146,18.41,18.32,-18.26
147,18.42,18.33,-18.24
148,18.42,18.34,-18.22
149,18.43,18.35,-18.21
150,18.44,18.36,-18.19
151,18.45,18.37,-18.18
152,18.45,18.38,-18.16
153,18.46,18.39,-18.15
154,18.47,18.4,-18.13
155,18.48,18.41,-18.11
156,18.48,18.42,-18.1
157,18.49,18.43,-18.08
158,18.5,18.44,-18.07
159,18.51,18.45,-18.05
160,18.52,18.46,-18.03
161,18.52,18.47,-18.02
162,18.53,18.48,-18.0
163,18.54,18.49,-17.99
164,18.55,18.5,-17.97
165,18.56,18.51,-17.96
166,18.56,18.52,-17.94
167,18.57,18.53,-17.92
168,18.58,18.54,-17.91
169,18.59,18.55,-17.89
170,18.6,18.56,-17.88
171,18.6,18.57,-17.86
172,18.61,18.58,-17.84
173,18.62,18.59,-17.83
174,18.63,18.6,-17.81
175,18.64,18.61,-17.8
176,18.65,18.62,-17.78
177,18.65,18.63,-17.77
178,18.66,18.64,-17.75
179,18.67,18.65,-17.73
180,18.68,18.66,-17.72
181,18.69,18.66,-17.7
182,18.7,18.67,-17.69
183,18.71,18.68,-17.67
184,18.71,18.69,-17.65
185,18.72,18.7,-17.64
186,18.73,18.71,-17.62
187,18.74,18.72,-17.61
188,18.75,18.73,-17.59
189,18.76,18.74,-17.58
190,18.77,18.75,-17.56
191,18.77,18.76,-17.54
192,18.78,18.77,-17.53
193,18.79,18.78,-17.51
194,18.8,18.79,-17.5
195,18.81,18.79,-17.48
196,18.82,18.8,-17.46
197,18.83,18.81,-17.45
198,18.83,18.82,-17.43
199,18.84,18.83,-17.42
200,18.85,18.84,-17.4
201,18.86,18.85,-17.39
202,18.87,18.86,-17.37
203,18.88,18.87,-17.35
204,18.89,18.88,-17.34
205,18.9,18.89,-17.32
206,18.9,18.9,-17.31
207,18.91,18.9,-17.29
208,18.92,18.91,-17.27
209,18.93,18.92,-17.26
210,18.94,18.93,-17.24
211,18.95,18.94,-17.23
212,18.96,18.95,-17.21
213,18.97,18.96,-17.2
214,18.98,18.97,-17.18
215,18.98,18.98,-17.16
216,18.99,18.99,-17.15
217,19.0,19.0,-17.13
218,19.01,19.01,-17.12
219,19.02,19.01,-17.1
220,19.03,19.02,-17.08
221,19.04,19.03,-17.07
222,19.05,19.04,-17.05
223,19.06,19.05,-17.04
224,19.06,19.06,-17.02
225,19.07,19.07,-17.01
226,19.08,19.08,-16.99
227,19.09,19.09,-16.97
228,19.1,19.1,-16.96
229,19.11,19.1,-16.94
230,19.12,19.11,-16.93
231,19.13,19.12,-16.91
232,19.14,19.13,-16.89
233,19.14,19.14,-16.88
234,19.15,19.15,-16.86
235,19.16,19.16,-16.85
236,19.17,19.17,-16.83
237,19.18,19.18,-16.81
238,19.19,19.19,-16.8
239,19.2,19.2,-16.78
240,19.21,19.2,-16.77
241,19.22,19.21,-16.75
242,19.22,19.22,-16.74
243,19.23,19.23,-16.72
244,19.24,19.24,-16.7
245,19.25,19.25,-16.69
246,19.26,19.26,-16.67
247,19.27,19.27,-16.66
248,19.28,19.28,-16.64
249,19.29,19.28,-16.62
250,19.3,19.29,-16.61
251,19.3,19.3,-16.59
252,19.31,19.31,-16.58
253,19.32,19.32,-16.56
254,19.33,19.33,-16.55
255,19.34,19.34,-16.53
256,19.35,19.35,-16.51
257,19.36,19.36,-16.5
258,19.37,19.36,-16.48
259,19.38,19.37,-16.47
260,19.38,19.38,-16.45
261,19.39,19.39,-16.43
262,19.4,19.4,-16.42
263,19.41,19.41,-16.4
264,19.42,19.42,-16.39
265,19.43,19.43,-16.37
266,19.44,19.44,-16.36
267,19.45,19.44,-16.34
268,19.45,19.45,-16.32
269,19.46,19.46,-16.31
270,19.47,19.47,-16.29
271,19.48,19.48,-16.28
272,19.49,19.49,-16.26
273,19.5,19.5,-16.24
274,19.51,19.51,-16.23
275,19.52,19.52,-16.21
276,19.52,19.52,-16.2
277,19.53,19.53,-16.18
278,19.54,19.54,-16.17
279,19.55,19.55,-16.15
280,19.56,19.56,-16.13
281,19.57,19.57,-16.12
282,19.58,19.58,-16.1
283,19.59,19.59,-16.09
284,19.59,19.59,-16.07
285,19.6,19.6,-16.05
286,19.61,19.61,-16.04
287,19.62,19.62,-16.02
288,19.63,19.63,-16.01
289,19.64,19.64,-15.99
290,19.65,19.65,-15.98
291,19.65,19.65,-15.96
292,19.66,19.66,-15.94
293,19.67,19.67,-15.93
294,19.68,19.68,-15.91
295,19.69,19.69,-15.9
296,19.7,19.7,-15.88
297,19.71,19.71,-15.86
298,19.71,19.71,-15.85
299,19.72,19.72,-15.83
300,19.73,19.73,-15.82
301,19.74,19.74,-15.8
302,19.75,19.75,-15.79
303,19.76,19.76,-15.77
304,19.77,19.77,-15.75
305,19.77,19.77,-15.74
306,19.78,19.78,-15.72
307,19.79,19.79,-15.71
308,19.8,19.8,-15.69
309,19.81,19.81,-15.67
310,19.82,19.82,-15.66
311,19.83,19.83,-15.64
